Type avion,Compagnie,Nombre de mouvements réalisés,Nombre de vol atterris décollés,Nombre de passagers max réalisés,Nombre de passagers réalisés moyen
777,AIR AUSTRAL,7132,7132,475,379.71284352215366
777,AIR CANADA,8219,8219,469,356.03905584621
777,AIR CARAIBES S.A.,31,31,364,180.25806451612902
777,AIR CHINA,4906,4906,310,251.2843456991439
777,AIR FRANCE,229069,229069,836,294.4764284997097
777,AIR INDIA,1293,1293,450,167.46249033255995
777,AIR MADAGASCAR,93,93,442,193.9247311827957
777,AIR MEDITERRANEE,2,2,219,194.0
777,AIRASIA X,2,2,285,253.0
777,ALITALIA,14,14,298,83.78571428571429
777,ALL NIPPON AIRWAYS,3234,3234,273,198.3543599257885
777,AMBASSADE CAMEROUN,6,6,40,6.666666666666667
777,AMBASSADE GABON,35,35,5,0.14285714285714285
777,AMBASSADE GUINEE EQU,4,4,20,5.0
777,AMERICAN AIRLINES,4760,4760,310,220.45147058823528
777,ASIANA AIRLINES,3314,3314,302,247.1185878092939
777,ASTRA AIRLINES,2,2,0,0.0
777,AURORA AVIATION SA,2,2,0,0.0
777,AUSTRIAN AIRLINES,32,32,312,245.625
777,AVIATION LINK,3,3,0,0.0
777,BRITISH AIRWAYS,16,16,296,174.3125
777,CATHAY PACIFIC AIRWA,5160,5160,343,253.96472868217054
777,CEIBA INTERCONTINENT,2,2,0,0.0
777,CHINA EASTERN,2390,2390,318,256.12803347280334
777,CHINA SOUTHERN AIR,192,192,550,124.59895833333333
777,CORSAIR INTL,5,5,317,126.2
777,DELTA AIR LINES,2488,2488,349,265.70739549839226
777,EGYPTAIR,486,486,348,238.14814814814815
777,EL AL,2139,2139,297,239.9378214118747
777,EMIRATES,1945,1945,428,299.1141388174807
777,ETHIOPIAN AIRLINES,1228,1228,396,166.0097719869707
777,ETIHAD AIRWAYS,3106,3106,349,267.4632968448165
777,EURO ATLANTIC AIRWAY,8,8,0,0.0
777,EVA AIRWAYS,3442,3442,353,266.61417780360256
777,EXECUTIVE JET,13,13,0,0.0
777,FEDEX,1418,1418,0,0.0
777,JAPAN AIRLINES,6761,6761,439,218.77695607158705
777,JAT AIRWAYS INDIA LT,888,888,352,276.6993243243243
777,JETEX FLT SUPPORT,2,2,0,0.0
777,KENYA AIRWAYS,16,16,315,193.4375
777,KLM,2,2,392,196.0
777,KOREAN AIR LINES CO,1136,1136,359,230.1593309859155
777,KUWAIT AIRWAYS,24,24,310,241.45833333333334
777,LATAM AIRLINES GROUP,15,15,370,313.1333333333333
777,MALAYSIA AIRLINES,1174,1174,282,227.08262350936968
777,NORWEGIAN.NO,337,337,440,267.1364985163205
777,ORENBURG AIRLINES,6,6,0,0.0
777,PIA,2156,2156,440,147.53803339517626
777,PJSC AEROFLOT,18,18,382,231.27777777777777
777,PRESIDENTIAL FLIGHT,8,8,30,4.5
777,PRIMERA AIR,6,6,303,82.5
777,QATAR AIRWAYS,3528,3528,414,254.99263038548753
777,ROYAL AIR MAROC,12,12,319,251.83333333333334
777,SAUDIA,4914,4914,550,194.21855921855922
777,SINGAPORE AIRLINES,594,594,276,209.1228956228956
777,SWISS INTL AIR LINES,12,12,217,187.0
777,TAAG ANGOLA AIRLINES,2,2,0,0.0
777,TAM LINHAS AEREAS S.,24,24,374,314.8333333333333
777,TAM LINHAS AEREAS SA,2941,2941,381,324.78034682080926
777,THAI AIRWAYS INTL,1382,1382,550,262.95151953690305
777,TRANSAERO AIRLINES,170,170,354,216.4
777,TUNIS AIR,2,2,311,155.5
777,TURK HAVA YOLLARI,872,872,400,267.13646788990826
777,TURKMENISTAN RLINES,36,36,257,151.38888888888889
777,UNITED AIRLINES INC,4322,4322,291,228.08074965293847
777,VIETNAM AIRLINES,3862,3862,406,263.63490419471776
777,WHITE S.A,4,4,115,52.75
777,XL AIRWAYS FRANCE,124,124,380,309.25
77F,AIR FRANCE,6956,6956,6,0.5596607245543416
77F,CHINA CARGO AIRLINES,284,284,0,0.0
77F,CHINA SOUTHERN AIR,78,78,0,0.0
77F,EMIRATES,312,312,4,0.11858974358974358
77F,ETIHAD AIRWAYS,182,182,0,0.0
77F,FEDEX,21077,21077,10,0.0004744508231721782
77F,KOREAN AIR LINES CO,1004,1004,0,0.0
77F,QATAR AIRWAYS,500,500,0,0.0
77F,SAUDIA,12,12,0,0.0
77F,TURK HAVA YOLLARI,2,2,0,0.0
787,AEROMEXICO,3842,3842,338,218.32222800624675
787,AIR AUSTRAL,806,806,321,233.61290322580646
787,AIR CANADA,1370,1370,298,224.3948905109489
787,AIR CHINA,138,138,284,239.67391304347825
787,AIR EUROPA,16,16,299,223.0625
787,AIR FRANCE,5561,5561,281,244.01510519690703
787,AIR INDIA,4082,4082,281,205.69132778049976
787,ALL NIPPON AIRWAYS,3010,3010,216,168.52093023255813
787,AMBASSADE MEXIQUE,4,4,101,85.5
787,AMERICAN AIRLINES,1727,1727,293,215.06369426751593
787,AZAL AZERBAIJAN AIRL,2,2,68,65.5
787,EL AL,234,234,286,232.26923076923077
787,ETHIOPIAN AIRLINES,3332,3332,319,102.3265306122449
787,GULF AIR COMPANY,4,4,275,189.75
787,HAINAN AIRLINES,16,16,292,161.625
787,JAPAN AIRLINES,2410,2410,195,140.32406639004148
787,KENYA AIRWAYS,2908,2908,296,192.2077028885832
787,LOT,6,6,177,168.33333333333334
787,NORWEGIAN AIR UK LTD,1,1,238,238.0
787,NORWEGIAN.NO,3599,3599,378,273.6599055293137
787,OMAN AIR,1608,1608,289,205.625
787,PRESIDENTIAL FLIGHT,6,6,43,14.333333333333334
787,QATAR AIRWAYS,10,10,255,166.3
787,ROYAL AIR MAROC,1312,1312,345,199.79573170731706
787,ROYAL JORDANIAN,94,94,269,190.35106382978722
787,SAUDIA,677,677,310,214.1861152141802
787,UNITED AIRLINES INC,2162,2162,254,192.1563367252544
787,UZBEKISTAN AIRWAYS,6,6,242,170.33333333333334
787,VIETNAM AIRLINES,14,14,303,144.07142857142858
787,XIAMEN AIRLINES,18,18,338,229.05555555555554
787,XL AIRWAYS FRANCE,32,32,270,236.71875
A4F,ANTONOV DESIGN BUREA,4,4,0,0.0
A58,ANTONOV DESIGN BUREA,4,4,39,19.5
A81,SPECIAL FLIGHT DET,2,2,0,0.0
A81,UKRAINE,2,2,0,0.0
AB3,ACT AIRLINES Inc.,2,2,0,0.0
AB3,DHL AVIATION,4,4,0,0.0
AB3,EUROPEAN AIR TRANSPO,40,40,0,0.0
AB3,IRAN AIR,1014,1014,260,164.71005917159763
AB3,KUWAIT AIRWAYS,833,833,232,122.61224489795919
AB3,MAXIMUS AIR CARGO,2,2,0,0.0
AB3,MNG AIRLINES,88,88,0,0.0
AB3,NOUVEL AIR TUNISIE,2,2,211,158.0
AB3,TMA,26,26,0,0.0
AB3,TRANSAVIA.COM,8,8,337,228.125
AB3,TUNIS AIR,614,614,272,185.8355048859935
ABF,AIRBUS TRANSPORT INT,1,1,0,0.0
ABF,DHL AVIATION,2,2,0,0.0
ABF,EGYPTAIR,6,6,0,0.0
ABF,EUROPEAN AIR TRANSPO,3812,3812,0,0.0
ABF,FEDEX,12972,12972,0,0.0
ABF,MNG AIRLINES,2826,2826,0,0.0
ABF,TMA,182,182,5,0.027472527472527472
ABF,TURK HAVA YOLLARI,20,20,0,0.0
AGH,CASTLE AIR LTD,2,2,1,1.0
AGH,JETALLIANCE EAST JS,4,4,6,2.0
AGH,ROYAL AIR FORCE,6,6,2,0.3333333333333333
AGH,SWIFT COPTERS S.A.,2,2,2,1.0
AN7,SVERDLOVSK 2ND AIR,2,2,10,9.0
APF,FEDEX,248,248,0,0.0
APF,WEST AIR LUXEMBOURG,4,4,0,0.0
APH,COTAM,8,8,8,2.0
ARJ,AIR FRANCE,81474,81474,107,72.78358740211601
ARJ,AVANTI_AIR GMBH & CO,4,4,91,41.75
ARJ,BAHRAIN AMIRI FLIGHT,2,2,0,0.0
ARJ,BMI REGIONAL,12,12,44,25.416666666666668
ARJ,BRA SVERIGE AB,24,24,110,51.625
ARJ,BRAATHENS REGIONAL,36,36,92,60.111111111111114
ARJ,BRAATHENS REGIONAL A,52,52,95,70.3076923076923
ARJ,BRUSSELS AIRLINES,102,102,96,35.98039215686274
ARJ,BULGARIA AIR  EAD,2,2,0,0.0
ARJ,C.A.I. Second S.p.A.,2,2,36,30.5
ARJ,CELLO AVIATION LTD,10,10,97,27.2
ARJ,CHALAIR AVIATION,2,2,0,0.0
ARJ,CITYJET,5034,5034,96,46.875645609853
ARJ,DENIM AIR,6,6,50,8.333333333333334
ARJ,FLYBE,2,2,60,46.5
ARJ,FORCE AERIENNE MAROC,4,4,0,0.0
ARJ,HOP!,38,38,77,11.18421052631579
ARJ,JET2.COM LIMITED,2,2,53,53.0
ARJ,JOTA AVIATION LTD,2,2,77,76.5
ARJ,LUFTHANSA,2,2,61,51.5
ARJ,MALMO AVIATION,122,122,108,61.66393442622951
ARJ,SCANDINAVIAN,3,3,88,88.0
ARJ,SWISS INTL AIR LINES,4406,4406,98,75.25964593735814
ARJ,TRANSAVIA.COM,2,2,59,29.5
ATF,AIR CONTRACTORS LTD,82,82,0,0.0
ATF,ASL AIRLINES LIMITED,64,64,0,0.0
ATF,ASL AIRLINES SWITZER,7,7,0,0.0
ATF,EUROPE AIRPOST,473,473,0,0.0
ATF,FEDEX,19894,19894,0,0.0
ATF,SPRINTAIR S.A.,1,1,0,0.0
ATP,ATLANTIC AIRLINES LT,2,2,0,0.0
ATP,FEDEX,27,27,0,0.0
ATP,WEST AIR LUXEMBOURG,2,2,0,0.0
ATP,WEST AIR SWEDEN AB,78,78,0,0.0
ATR,AERO4M,6,6,64,27.0
ATR,AIR ALSIE,22,22,70,29.181818181818183
ATR,AIR DOLOMITI SRL,4,4,31,15.0
ATR,AIR FRANCE,57529,57529,78,47.108884214917694
ATR,AIRLINAIR,9579,9579,64,22.353690364338657
ATR,AMERICAN EAGLE AIRLI,1,1,0,0.0
ATR,ASL AIRLINES FRANCE,1,1,0,0.0
ATR,ASL AIRLINES HUNGARY,6,6,45,13.666666666666666
ATR,ASL AIRLINES LIMITED,25,25,0,0.0
ATR,ASL AIRLINES SWITZER,8,8,36,8.625
ATR,ATLANTIQUE AIR ASSIS,2,2,44,33.0
ATR,AVANTI_AIR GMBH & CO,4,4,97,42.75
ATR,AVIAVILSA,1,1,0,0.0
ATR,BLUE AIR AIRLINE MAN,2,2,43,37.0
ATR,BLUE ISLANDS,780,780,48,20.142307692307693
ATR,BMI REGIONAL,54,54,46,30.59259259259259
ATR,BRA SVERIGE AB,2,2,54,27.0
ATR,BRITAIR,6,6,0,0.0
ATR,CHALAIR AVIATION,460,460,40,11.95
ATR,CITYJET,386,386,70,31.518134715025905
ATR,CZECH AIRLINES,26,26,64,51.92307692307692
ATR,DANISH AIR TRANSPORT,8,8,66,34.75
ATR,DARWIN AIRLINE,514,514,66,35.447470817120625
ATR,DOT,2,2,65,32.5
ATR,EASTERN AIRWAYS (UK),30,30,47,34.53333333333333
ATR,ENAC,2,2,0,0.0
ATR,ENAC-DFPV CENTRE ST,8,8,0,0.0
ATR,EUROPE AIRPOST,20,20,0,0.0
ATR,FARNAIR SWITZERLAND,17,17,35,5.647058823529412
ATR,FEDEX,5088,5088,0,0.0
ATR,FLYBE,2,2,48,44.0
ATR,HELITT LINEAS AEREAS,20,20,66,54.9
ATR,HOP!,43006,43006,73,29.99913965493187
ATR,INTERSKY LUFTFAHRT,4,4,66,24.0
ATR,MERIDIANA SPA,2,2,181,111.0
ATR,NEXT JET,1,1,0,0.0
ATR,NK AVIATION LIMITED,4,4,60,15.0
ATR,SCANDINAVIAN,4,4,80,63.25
ATR,SPRINTAIR S.A.,20,20,70,30.85
ATR,SUN AIR OF SCANDINAV,2,2,32,31.5
ATR,SWIFTAIR SA,4,4,61,15.25
ATR,TRAVEL SERVICE,2,2,64,47.5
ATR,TUNISAIR EXPRESS,4,4,50,18.5
ATR,VIP WINGS s.r.o.,31,31,64,24.35483870967742
ATZ,AIR CONTRACTORS LTD,41,41,0,0.0
ATZ,ASL AIRLINES LIMITED,38,38,0,0.0
ATZ,FEDEX,12040,12040,0,0.0
AWA,AMBASSADE ETATS-UNIS,2,2,0,0.0
AWA,DCAE S/C BUREAU OPER,9,9,0,0.0
AWA,FORCE AERIENNE FRANC,10,10,0,0.0
BE1,AIR CAIRO,1,1,0,0.0
BE1,AIR SERBIA,2,2,8,4.0
BE1,AIRLINAIR,1584,1584,19,7.587752525252525
BE1,ASL AIRLINES FRANCE,1605,1605,0,0.0
BE1,CHALAIR AVIATION,1364,1364,19,9.563782991202347
BE1,EUROPE AIRPOST,254,254,0,0.0
BE1,HEX AIR,4310,4310,19,8.364965197215778
BE1,HOP!,1962,1962,84,10.167686034658512
BE1,POLICE AUX FRONTIERS,22,22,13,0.7727272727272727
BE1,SWISS AIR FORCE,2,2,0,0.0
BE1,TWIN JET,13979,13979,26,8.342227627155019
BE9,AIR PRAGUE,4,4,4,1.0
BE9,JOTA AVIATION LTD,8,8,0,0.0
BE9,WALTAIR EUROPE AB,2,2,4,2.0
BEC,AERO VISION,2,2,2,1.0
BEC,AERODIENST,10,10,3,0.7
BEC,AIR FRANCE,18,18,4,1.1111111111111112
BEC,AIR NET GIE,96,96,8,0.375
BEC,AIR TAXI & CHARTER,8,8,8,1.0
BEC,AIR VENDEE INVESTISS,2,2,5,2.5
BEC,AIRWING A/S,12,12,6,0.75
BEC,AMBASSADE ETATS-UNIS,4,4,0,0.0
BEC,ASL AIR SERVICE LIEG,8,8,5,0.625
BEC,AUGUSTA AIR,2,2,0,0.0
BEC,BERI 210 SARL,2,2,0,0.0
BEC,CAPITAL AVIATION,2,2,0,0.0
BEC,CHALAIR AVIATION,2,2,2,1.0
BEC,DRAGON FLY,2,2,0,0.0
BEC,ENAC,17,17,0,0.0
BEC,ENAC-DFPV CENTRE SAI,3,3,0,0.0
BEC,ENAC-DFPV CENTRE ST,15,15,0,0.0
BEC,G.OPS_SARL,14,14,4,0.5714285714285714
BEC,HANGAR 8 AOC MALTA L,2,2,7,3.5
BEC,INTERJET S.R.L,2,2,0,0.0
BEC,JET AVIATION BUSINES,2,2,0,0.0
BEC,JET EXECUTIVE INTL,2,2,2,2.0
BEC,MINISTERE INTERIEUR,10,10,5,0.8
BEC,OPEN FLIGHT,2,2,0,0.0
BEC,PENTASTAR AVIATION,6,6,2,0.3333333333333333
BEC,SKYBRIDGE AIROPS Srl,4,4,6,4.0
BEC,SKYTAXI LUFTFAHRT,2,2,4,2.0
BEC,WALTAIR EUROPE AB,6,6,8,1.3333333333333333
BEC,WIDEX A/S,1,1,0,0.0
BG5,AIR FRANCE,14,14,10,2.4285714285714284
BG5,ALBINATI AVIATION LT,10,10,3,0.6
BG5,AVCON JET AG,4,4,0,0.0
BG5,CHARTRIGHT AIR INC,2,2,0,0.0
BG5,GLOBAL JET AUSTRIA,6,6,0,0.0
BG5,MORNINGSTAR PARTNERS,2,2,2,1.0
BG5,QATAR EXECUTIVE,2,2,0,0.0
BG5,ROCKWELL COLLINS FR,2,2,2,1.0
BG5,UNIVERSAL AIRWAYS IN,2,2,0,0.0
BG5,WAYLAWN LIMITED,2,2,3,1.5
BG5,ZETTA JET,2,2,4,2.0
BG6,AIRBY SNC,2,2,0,0.0
BG6,NTA,2,2,0,0.0
BNI,ARMY AIR CORPS,2,2,0,0.0
C17,AMBASSADE DE L'ETAT,4,4,0,0.0
C17,AMBASSADE ETATS-UNIS,56,56,0,0.0
C17,FORCE AERIENNE EMIRA,2,2,0,0.0
C17,FORCE AERIENNE MAROC,2,2,0,0.0
C17,HEAVY AIRLIFT WING,2,2,0,0.0
C17,MILITARY AIRLIFT COM,8,8,0,0.0
C17,QATAR AMIRI FLIGHT,2,2,0,0.0
C17,SIGNATURE FLIGHT SUP,2,2,0,0.0
CCJ,(UK) WORLD FUEL SERV,2,2,6,3.0
CCJ,ACTIFLY SNC,2,2,7,3.5
CCJ,ADVANCED AIR SUPPORT,4,4,7,1.75
CCJ,AIR FRANCE,70,70,11,1.6857142857142857
CCJ,AIR LITUANICA,4,4,16,13.25
CCJ,AIRLAZUR,2,2,2,1.0
CCJ,AMBASSADE CROATIE,6,6,0,0.0
CCJ,AVB 2012 LTD,2,2,0,0.0
CCJ,AVCON JET AG,2,2,0,0.0
CCJ,AVCON JET MALTA LTD,2,2,0,0.0
CCJ,BASEOPS INTL,2,2,3,3.0
CCJ,BERKUT STATE AIR CIE,2,2,0,0.0
CCJ,BONAIR,2,2,0,0.0
CCJ,CHALLENGE AIR,6,6,8,3.0
CCJ,CITY AIRLINE AB,2,2,0,0.0
CCJ,DANISH AIR FORCE,2,2,0,0.0
CCJ,DUTY FREE AVAITION L,2,2,5,2.5
CCJ,ELIT'AVIA,8,8,8,2.25
CCJ,EXECUTIVE JET CHARTE,2,2,1,0.5
CCJ,FCT CONSULTING AG,2,2,0,0.0
CCJ,FLYING SERVICE N.V.,6,6,3,1.0
CCJ,GAINJET IRELAND,2,2,0,0.0
CCJ,GAMA AVIATION,2,2,0,0.0
CCJ,GERMAN AIR FORCE,2,2,0,0.0
CCJ,GLOBAL JET AUSTRIA,4,4,0,0.0
CCJ,GOZEN AIR SERVICES,2,2,0,0.0
CCJ,HANGAR 8 Ltd,4,4,0,0.0
CCJ,IMPERIAL JET SA,2,2,0,0.0
CCJ,INTERNATIONAL JET MA,2,2,4,2.0
CCJ,JET AIR FLUG GMBH,4,4,1,0.25
CCJ,JET AVIATION BUSINES,2,2,0,0.0
CCJ,LAUDAMOTION EXECUTIV,2,2,0,0.0
CCJ,MID EAST JET INC,4,4,0,0.0
CCJ,MIDLAND FINANCIAL CO,2,2,4,2.0
CCJ,MNG AIRLINES,2,2,6,6.0
CCJ,MNG JET HAVACILIK A.,2,2,0,0.0
CCJ,NOMAD AVIATION AG,2,2,4,2.0
CCJ,OASIS FLIGHT MALTA,2,2,1,0.5
CCJ,QATAR EXECUTIVE,2,2,1,0.5
CCJ,SAMCO AVIATION,4,4,3,1.75
CCJ,SCANDINAVIAN,26,26,89,70.11538461538461
CCJ,SETAIR,2,2,0,0.0
CCJ,SHINO AVIATION LP,2,2,0,0.0
CCJ,SIGNAL AVIATION Ltd,2,2,5,4.5
CCJ,SIGNUM AVIATION LTD,12,12,2,0.4166666666666667
CCJ,SKYSERVICE BUSINESS,2,2,3,2.0
CCJ,SWISS AIR AMBULANCES,4,4,2,0.5
CCJ,TAG AVIATION (UK),4,4,4,1.0
CCJ,TAG AVIATION SA,4,4,0,0.0
CCJ,TRANSAIR BEDARFSFLUG,2,2,3,1.5
CCJ,UNIVERSAL AIRWAYS IN,2,2,4,2.5
CCJ,VIKING AVIATION,2,2,2,1.0
CCJ,VISTAJET,34,34,5,0.7352941176470589
CCJ,VISTAJET LIMITED,26,26,7,0.9230769230769231
CCJ,WIJET JET ENTREPRENE,2,2,0,0.0
CCX,ACM AIR CHARTER,4,4,2,1.0
CCX,ADVANCED AIR MANAGEM,2,2,0,0.0
CCX,AIR FRANCE,52,52,14,1.6153846153846154
CCX,AIR KING JET,2,2,0,0.0
CCX,AL-ATHEER ESTABLISH,2,2,8,8.0
CCX,ALBINATI AVIATION LT,4,4,5,1.25
CCX,AMBASSADE BOTSWANA,2,2,0,0.0
CCX,AMBASSADE ETATS-UNIS,2,2,0,0.0
CCX,ARAB WINGS LTD,14,14,14,2.0
CCX,ARAVCO LTD,2,2,4,2.0
CCX,BEIJING CAPITAL AIRL,2,2,8,6.0
CCX,BORAJET,2,2,0,0.0
CCX,BOUYGUES SOCIETE,2,2,7,3.5
CCX,CHARTRIGHT AIR INC,2,2,2,1.0
CCX,DAIMLERCHRYSLER AVIA,6,6,3,0.8333333333333334
CCX,ELITAVIA MALTE LTD,2,2,3,1.5
CCX,EXECUJET AUSTRALIA,2,2,0,0.0
CCX,EXECUJET EUROPE AG,2,2,0,0.0
CCX,EXECUJET SCANDINAVIA,10,10,6,1.8
CCX,EXECUJET UK LTD,2,2,2,1.0
CCX,EXECUTIVE JET MANAGE,2,2,3,1.5
CCX,FAI AIRSERVICES AG,2,2,0,0.0
CCX,FMS-FLEET MANAGEMENT,2,2,4,2.0
CCX,G.OPS_SARL,2,2,1,0.5
CCX,GAMA AVIATION FZE,2,2,0,0.0
CCX,GAMA CHARTER INC,2,2,0,0.0
CCX,GERMAN AIR FORCE,16,16,13,0.8125
CCX,GLOBAL JET AUSTRIA,8,8,0,0.0
CCX,GLOBAL JET IOM LTD,2,2,0,0.0
CCX,GLOBAL JET LUXEMBOUR,6,6,3,0.5
CCX,HYPERION AVIATION LT,4,4,0,0.0
CCX,INTERNATIONAL JET MA,10,10,2,0.2
CCX,INTERNATIONAL JETCLU,2,2,4,3.0
CCX,IXAIR SAS,2,2,0,0.0
CCX,JACKSON FAMILY WINES,2,2,0,0.0
CCX,JET AVIATION FLIGHT,4,4,0,0.0
CCX,JET SERVICE SP Z.O.O,4,4,2,0.5
CCX,K5-AVIATION,2,2,4,2.0
CCX,MASTERJET AVIACAO,6,6,0,0.0
CCX,NETJETS INTERNATIONA,2,2,3,1.5
CCX,NTA,14,14,2,0.14285714285714285
CCX,PRATT AVIATION,2,2,5,2.5
CCX,QATAR EXECUTIVE,2,2,0,0.0
CCX,QUALCOMM INC,2,2,0,0.0
CCX,ROCKWELL COLLINS FLI,2,2,0,0.0
CCX,SKYSERVICE BUSINESS,2,2,0,0.0
CCX,SQUARE ONE AVIATION,2,2,2,1.5
CCX,TAG AVIATION (UK),10,10,7,1.8
CCX,TAG AVIATION USA INC,2,2,0,0.0
CCX,TYROLEAN JET SERVICE,2,2,0,0.0
CCX,VIPJET LIMITED,2,2,0,0.0
CCX,VISTAJET,2,2,3,1.5
CCX,VISTAJET LIMITED,34,34,8,0.7647058823529411
CCX,WHITEWIND CO LTD,6,6,1,0.16666666666666666
CCX,YYA AVIATION LTD,6,6,1,0.16666666666666666
CCX,ZETTA JET PTE LTD,2,2,0,0.0
CL3,AIR FRANCE,78,78,7,1.3974358974358974
CL3,AIR SARINA GMBH,2,2,0,0.0
CL3,AIRFIX AVIATION OY,2,2,5,4.5
CL3,AMIRA AIR GMBH,6,6,8,4.5
CL3,AVCON JET AG,16,16,3,0.3125
CL3,BOMBARDIER TRANSPORT,2,2,1,0.5
CL3,CTTA,2,2,0,0.0
CL3,DAIMLERCHRYSLER AVIA,2,2,0,0.0
CL3,ELIT'AVIA,2,2,0,0.0
CL3,EMPIRE AVIATION,6,6,3,1.0
CL3,EXECUJET EUROPE AG,2,2,0,0.0
CL3,FAIRJETS,2,2,1,0.5
CL3,INTERNATIONAL JET MA,2,2,3,1.5
CL3,JET SERVICE SP Z.O.O,6,6,9,6.333333333333333
CL3,LAUDAMOTION GMBH,6,6,9,2.5
CL3,LONDON EXECUTIVE AVI,10,10,1,0.1
CL3,MAP EXECUTIVE FLIGHT,2,2,1,0.5
CL3,SEVERSTAL AIRCOMPANY,2,2,6,4.0
CL3,SIRIO SPA,6,6,0,0.0
CL3,TAG AVIATION (UK),2,2,0,0.0
CL3,TOYO AVIATION,2,2,6,4.0
CL3,TRITON AVIATION,2,2,0,0.0
CL3,TUIFLY GMBH,2,2,1,1.0
CL3,VISTAJET LIMITED,62,62,6,0.6451612903225806
CL3,WINDROSE AIR,8,8,4,1.625
CL5,EFS EUROPEEN FLIGHT,2,2,0,0.0
CL5,JETFLITE,2,2,0,0.0
CL5,NTA,8,8,6,0.75
CL5,SIGNATURE FLIGHT SUP,2,2,6,3.0
CL5,VISTAJET LIMITED,8,8,0,0.0
CN7,AIR FRANCE,4,4,2,1.0
CNA,AEROWEST GMBH,2,2,0,0.0
CNA,AIR FRANCE,8,8,4,0.875
CNA,BAIRLINE FLUGGESELLS,2,2,5,2.5
CNA,BLINK LTD,4,4,0,0.0
CNA,LONDON EXECUTIVE AVI,4,4,2,1.0
CNA,MACH FLUGGESELLSCHAF,2,2,1,0.5
CNA,NOMAD AVIATION AG,2,2,3,3.0
CNA,UNIJET S.A.,2,2,0,0.0
CNJ,(UK) WORLD FUEL SERV,2,2,0,0.0
CNJ,247 JET LTD,2,2,0,0.0
CNJ,ABELAG AVIATION,6,6,0,0.0
CNJ,ACM AIR CHARTER,2,2,1,0.5
CNJ,AERO LINES GMBH,2,2,0,0.0
CNJ,AERODYNAMICS MALAGA,4,4,2,1.0
CNJ,AEROWEST FLUGCENTER,2,2,0,0.0
CNJ,AEROWEST GMBH,30,30,5,0.5
CNJ,AGROAR,10,10,3,1.0
CNJ,AIR ALLIANCE EXPRESS,6,6,1,0.3333333333333333
CNJ,AIR CARAIBES ATLANTI,2,2,0,0.0
CNJ,AIR CARAIBES S.A.,2,2,0,0.0
CNJ,AIR CHARTER SCOTLAND,8,8,4,1.0
CNJ,AIR CLASS SRL,4,4,6,1.5
CNJ,AIR EXECUTIVE,2,2,2,1.0
CNJ,AIR FRANCE,408,408,10,1.0661764705882353
CNJ,AIR HAMBURG,105,105,8,0.45714285714285713
CNJ,AIR PINK,10,10,4,0.6
CNJ,AIR SERVICE LIEGE,16,16,5,1.0
CNJ,AIR TASKING SERVICE,2,2,4,2.0
CNJ,AIR TAXI & CHARTER,2,2,0,0.0
CNJ,AIR TRAFFIC GMBH,2,2,2,1.0
CNJ,AIR VENDEE INVESTISS,6,6,5,0.8333333333333334
CNJ,AIR X CHARTER GMBH,6,6,0,0.0
CNJ,AIR X CHARTER LTD,2,2,4,2.0
CNJ,AIR X EXECUTIVE JETS,6,6,4,1.6666666666666667
CNJ,AIRCRAFT MAGMT AND C,2,2,0,0.0
CNJ,AIRJETSUL,2,2,1,0.5
CNJ,AIRLEC,2,2,3,1.5
CNJ,AIRLINK LUFTVERKEHRS,2,2,0,0.0
CNJ,ALIVEN SRL,4,4,4,2.5
CNJ,ALPINE SKY JETS LTD,2,2,0,0.0
CNJ,AMBASSADE MAROC,10,10,1,0.1
CNJ,ARENA AVIATION,2,2,0,0.0
CNJ,ARING DIRECT/COR. FR,4,4,1,0.25
CNJ,ASL AIR SERVICE LIEG,36,36,2,0.05555555555555555
CNJ,ASTONJET,6,6,0,0.0
CNJ,ATLAS AIR SERVICE,2,2,0,0.0
CNJ,AUGUSTA AIR,4,4,9,3.25
CNJ,AV8JET,2,2,0,0.0
CNJ,AVCON JET AG,24,24,5,0.625
CNJ,AVIATORS,28,28,80,3.892857142857143
CNJ,AVIODELTA,2,2,0,0.0
CNJ,AVN AIR LLC,2,2,0,0.0
CNJ,BACKBONE AVIATION A/,14,14,4,0.4
CNJ,BADEN AIRCRAFT,6,6,1,0.16666666666666666
CNJ,BENAIR A,2,2,0,0.0
CNJ,BESTFLY S.L.,6,6,6,1.0
CNJ,BLINK LTD,106,106,3,0.09433962264150944
CNJ,BLUESTREAM AVIATION,2,2,1,0.5
CNJ,BMW FLUGDIENST,2,2,0,0.0
CNJ,BONAIR,4,4,0,0.0
CNJ,BOOKAJET,6,6,2,1.0
CNJ,CAPITAL AIRCRAFT,2,2,2,1.0
CNJ,CARTIER EUROPE BV,14,14,0,0.0
CNJ,CASINO ADVANCED TECH,2,2,2,1.0
CNJ,CATREUS LIMITED,4,4,5,1.25
CNJ,CCF MANAGER AIRLINE,2,2,0,0.0
CNJ,CENTRELINE AIR CHART,8,8,2,0.5
CNJ,CESSNA AIRCRAFT,4,4,4,1.5
CNJ,CESSNA FINANCE CORP,2,2,0,0.0
CNJ,CROSS AVIATION LTD,2,2,0,0.0
CNJ,DAIMLERCHRYSLER AVIA,62,62,6,0.9516129032258065
CNJ,DC AVIATION GMBH,14,14,0,0.0
CNJ,DONAU-AIR-SERVICE GM,4,4,0,0.0
CNJ,EASYJET AIRLINES CO,2,2,0,0.0
CNJ,EFD EISELE FLUGDIENS,8,8,6,2.0
